H(A/m),B(T)
1.053862e+002,-6.212358e-001
1.053862e+002,-6.181576e-001
1.055163e+002,-6.151253e-001
1.055163e+002,-6.120471e-001
1.059064e+002,-6.089229e-001
1.061664e+002,-6.059366e-001
1.064265e+002,-6.028584e-001
1.066866e+002,-5.997802e-001
1.069466e+002,-5.967479e-001
1.072067e+002,-5.936697e-001
1.073042e+002,-5.905915e-001
1.075643e+002,-5.874214e-001
1.077918e+002,-5.842972e-001
1.079544e+002,-5.81219e-001
1.08377e+002,-5.783246e-001
1.086045e+002,-5.752923e-001
1.087346e+002,-5.722141e-001
1.092547e+002,-5.6909e-001
1.091247e+002,-5.659658e-001
1.095148e+002,-5.630254e-001
1.095148e+002,-5.599932e-001
1.097748e+002,-5.569149e-001
1.096448e+002,-5.538367e-001
1.100024e+002,-5.508045e-001
1.101324e+002,-5.477263e-001
1.103925e+002,-5.44648e-001
1.107826e+002,-5.416158e-001
1.107826e+002,-5.385376e-001
1.111727e+002,-5.354594e-001
1.113027e+002,-5.323811e-001
1.113027e+002,-5.293029e-001
1.116928e+002,-5.261328e-001
1.118228e+002,-5.231925e-001
1.119854e+002,-5.201142e-001
1.119854e+002,-5.17036e-001
1.12473e+002,-5.139578e-001
1.12603e+002,-5.109256e-001
1.126681e+002,-5.078014e-001
1.126681e+002,-5.046772e-001
1.130907e+002,-5.015072e-001
1.128306e+002,-4.985208e-001
1.133507e+002,-4.953967e-001
1.133507e+002,-4.924563e-001
1.137408e+002,-4.893781e-001
1.141309e+002,-4.863458e-001
1.14391e+002,-4.832676e-001
1.141309e+002,-4.801894e-001
1.142609e+002,-4.771112e-001
1.142609e+002,-4.740789e-001
1.149111e+002,-4.710007e-001
1.142609e+002,-4.679684e-001
1.150411e+002,-4.648902e-001
1.149111e+002,-4.61812e-001
1.153987e+002,-4.587797e-001
1.153012e+002,-4.557015e-001
1.153987e+002,-4.526233e-001
1.155938e+002,-4.495451e-001
1.155938e+002,-4.464669e-001
1.157888e+002,-4.434346e-001
1.161789e+002,-4.403564e-001
1.159189e+002,-4.372323e-001
1.162114e+002,-4.341081e-001
1.161789e+002,-4.311677e-001
1.159189e+002,-4.280436e-001
1.161789e+002,-4.249194e-001
1.16569e+002,-4.218872e-001
1.166991e+002,-4.189008e-001
1.171542e+002,-4.158226e-001
1.170891e+002,-4.127444e-001
1.176093e+002,-4.096662e-001
1.173492e+002,-4.06588e-001
1.173492e+002,-4.035557e-001
1.173492e+002,-4.004775e-001
1.176093e+002,-3.973993e-001
1.176093e+002,-3.943211e-001
1.178693e+002,-3.912888e-001
1.177393e+002,-3.882106e-001
1.18487e+002,-3.851783e-001
1.18357e+002,-3.821001e-001
1.181944e+002,-3.790679e-001
1.181944e+002,-3.759437e-001
1.18357e+002,-3.729574e-001
1.187471e+002,-3.699251e-001
1.187471e+002,-3.66755e-001
1.18357e+002,-3.638146e-001
1.190071e+002,-3.607824e-001
1.187471e+002,-3.577042e-001
1.190071e+002,-3.546719e-001
1.188771e+002,-3.515937e-001
1.193972e+002,-3.485614e-001
1.188771e+002,-3.455292e-001
1.196573e+002,-3.42405e-001
1.192347e+002,-3.392808e-001
1.197548e+002,-3.363405e-001
1.192347e+002,-3.332623e-001
1.196573e+002,-3.300922e-001
1.188771e+002,-3.271977e-001
1.193972e+002,-3.241195e-001
1.197548e+002,-3.210872e-001
1.201774e+002,-3.18009e-001
1.203074e+002,-3.149768e-001
1.204375e+002,-3.118986e-001
1.205675e+002,-3.088663e-001
1.204375e+002,-3.057421e-001
1.204375e+002,-3.027558e-001
1.205675e+002,-2.996776e-001
1.206975e+002,-2.965994e-001
1.208276e+002,-2.936131e-001
1.208276e+002,-2.905348e-001
1.208276e+002,-2.874107e-001
1.210551e+002,-2.844703e-001
1.213152e+002,-2.81438e-001
1.213152e+002,-2.783598e-001
1.214452e+002,-2.753276e-001
1.213152e+002,-2.722953e-001
1.232657e+002,-2.69263e-001
1.220954e+002,-2.661848e-001
1.219654e+002,-2.631526e-001
1.223555e+002,-2.600743e-001
1.220954e+002,-2.570421e-001
1.223555e+002,-2.53872e-001
1.219654e+002,-2.507478e-001
1.226155e+002,-2.478074e-001
1.224205e+002,-2.447752e-001
1.230056e+002,-2.417429e-001
1.228756e+002,-2.387106e-001
1.228756e+002,-2.356324e-001
1.228756e+002,-2.326002e-001
1.228756e+002,-2.29522e-001
1.220954e+002,-2.264897e-001
1.231357e+002,-2.234115e-001
1.233957e+002,-2.203792e-001
1.234282e+002,-2.17301e-001
1.236233e+002,-2.142687e-001
1.238833e+002,-2.111446e-001
1.24436e+002,-2.081123e-001
1.238833e+002,-2.050341e-001
1.241434e+002,-2.020478e-001
1.242734e+002,-1.989696e-001
1.238833e+002,-1.959373e-001
1.241434e+002,-1.92905e-001
1.242734e+002,-1.898268e-001
1.24436e+002,-1.867945e-001
1.244035e+002,-1.837623e-001
1.247936e+002,-1.806381e-001
1.249236e+002,-1.776059e-001
1.250536e+002,-1.745736e-001
1.249236e+002,-1.715413e-001
1.269716e+002,-1.685091e-001
1.246635e+002,-1.654308e-001
1.253137e+002,-1.623986e-001
1.253137e+002,-1.593663e-001
1.250861e+002,-1.562422e-001
1.254437e+002,-1.532558e-001
1.255738e+002,-1.501776e-001
1.255738e+002,-1.471454e-001
1.259639e+002,-1.440671e-001
1.259639e+002,-1.40943e-001
1.259639e+002,-1.379107e-001
1.259964e+002,-1.349244e-001
1.264515e+002,-1.318462e-001
1.264515e+002,-1.288139e-001
1.259964e+002,-1.257357e-001
1.259639e+002,-1.227034e-001
1.267115e+002,-1.196712e-001
1.267115e+002,-1.16547e-001
1.269716e+002,-1.136066e-001
1.272317e+002,-1.105744e-001
1.277518e+002,-1.075421e-001
1.268416e+002,-1.045098e-001
1.274917e+002,-1.014776e-001
1.272317e+002,-9.839936e-002
1.277518e+002,-9.532115e-002
1.277518e+002,-9.233482e-002
1.278818e+002,-8.930256e-002
1.276218e+002,-8.61784e-002
1.280119e+002,-8.319208e-002
1.277518e+002,-8.015981e-002
1.282394e+002,-7.712754e-002
1.282394e+002,-7.400339e-002
1.28532e+002,-7.106301e-002
1.282394e+002,-6.803074e-002
1.288896e+002,-6.499847e-002
1.28532e+002,-6.196621e-002
1.288896e+002,-5.893394e-002
1.290521e+002,-5.590167e-002
1.291171e+002,-5.28694e-002
1.290521e+002,-4.979119e-002
1.292472e+002,-4.680487e-002
1.294097e+002,-4.37726e-002
1.296373e+002,-4.069439e-002
1.296373e+002,-3.761618e-002
1.297673e+002,-3.458391e-002
1.298973e+002,-3.159759e-002
1.301899e+002,-2.851938e-002
1.300599e+002,-2.553305e-002
1.301899e+002,-2.250079e-002
1.303199e+002,-1.946852e-002
1.305475e+002,-1.643625e-002
1.305475e+002,-1.340398e-002
1.305475e+002,-1.032577e-002
1.3071e+002,-7.339449e-003
1.313602e+002,-4.307181e-003
1.311977e+002,-1.274914e-003
1.313602e+002,1.71141e-003
1.313602e+002,4.743678e-003
1.316203e+002,7.821888e-003
1.314902e+002,1.080821e-002
1.317178e+002,1.388642e-002
1.321079e+002,1.691869e-002
1.321079e+002,1.995096e-002
1.321079e+002,2.298323e-002
1.322054e+002,2.606144e-002
1.32498e+002,2.90937e-002
1.322054e+002,3.212597e-002
1.32628e+002,3.51123e-002
1.331481e+002,3.819051e-002
1.331481e+002,4.122277e-002
1.332782e+002,4.430098e-002
1.333757e+002,4.733325e-002
1.335057e+002,5.036552e-002
1.337983e+002,5.339779e-002
1.337983e+002,5.643005e-002
1.340584e+002,5.946232e-002
1.340584e+002,6.249459e-002
1.344485e+002,6.552686e-002
1.343184e+002,6.851318e-002
1.34676e+002,7.163733e-002
1.34676e+002,7.46696e-002
1.34676e+002,7.770187e-002
1.349361e+002,8.064225e-002
1.350661e+002,8.37664e-002
1.350661e+002,8.679867e-002
1.351636e+002,8.983094e-002
1.353262e+002,9.281726e-002
1.357163e+002,9.589547e-002
1.357163e+002,9.883585e-002
1.359763e+002,1.0196e-001
1.358463e+002,1.050382e-001
1.362039e+002,1.080705e-001
1.361064e+002,1.111028e-001
1.36464e+002,1.14135e-001
1.36464e+002,1.171673e-001
1.367565e+002,1.201536e-001
1.367565e+002,1.231859e-001
1.367565e+002,1.262641e-001
1.367565e+002,1.292964e-001
1.368866e+002,1.323286e-001
1.370166e+002,1.35315e-001
1.372767e+002,1.383472e-001
1.373417e+002,1.413335e-001
1.374717e+002,1.444118e-001
1.377643e+002,1.473981e-001
1.378943e+002,1.503844e-001
1.378943e+002,1.534167e-001
1.384144e+002,1.56403e-001
1.384144e+002,1.594353e-001
1.385445e+002,1.625135e-001
1.384144e+002,1.655457e-001
1.388045e+002,1.68578e-001
1.388045e+002,1.716103e-001
1.392922e+002,1.745966e-001
1.390646e+002,1.776289e-001
1.392922e+002,1.806611e-001
1.392922e+002,1.836475e-001
1.398448e+002,1.866797e-001
1.394222e+002,1.89712e-001
1.395847e+002,1.927443e-001
1.398448e+002,1.957765e-001
1.402999e+002,1.987628e-001
1.404625e+002,2.017951e-001
1.408526e+002,2.048274e-001
1.404625e+002,2.078597e-001
1.409826e+002,2.10846e-001
1.408526e+002,2.138782e-001
1.412427e+002,2.169105e-001
1.413727e+002,2.199428e-001
1.417303e+002,2.229291e-001
1.416002e+002,2.259614e-001
1.420228e+002,2.289477e-001
1.416002e+002,2.3198e-001
1.420228e+002,2.350122e-001
1.423804e+002,2.379986e-001
1.42673e+002,2.410308e-001
1.42673e+002,2.440171e-001
1.430306e+002,2.470494e-001
1.436808e+002,2.499898e-001
1.431606e+002,2.53068e-001
1.431606e+002,2.561003e-001
1.435507e+002,2.591325e-001
1.435507e+002,2.621648e-001
1.439408e+002,2.651511e-001
1.440709e+002,2.681834e-001
1.44461e+002,2.712157e-001
1.445585e+002,2.74156e-001
1.449811e+002,2.772343e-001
1.449811e+002,2.803125e-001
1.452411e+002,2.832528e-001
1.451111e+002,2.863311e-001
1.449811e+002,2.892714e-001
1.452411e+002,2.923956e-001
1.458588e+002,2.954279e-001
1.457288e+002,2.984142e-001
1.459888e+002,3.014465e-001
1.461189e+002,3.044787e-001
1.46509e+002,3.07511e-001
1.46509e+002,3.105433e-001
1.470291e+002,3.135755e-001
1.474192e+002,3.165618e-001
1.475492e+002,3.195941e-001
1.471591e+002,3.226264e-001
1.478093e+002,3.256127e-001
1.476793e+002,3.285531e-001
1.474192e+002,3.316313e-001
1.480693e+002,3.345717e-001
1.481994e+002,3.376958e-001
1.484269e+002,3.405903e-001
1.48557e+002,3.437144e-001
1.492071e+002,3.466089e-001
1.48817e+002,3.49733e-001
1.489471e+002,3.527653e-001
1.492071e+002,3.557975e-001
1.493372e+002,3.587839e-001
1.498248e+002,3.618161e-001
1.503774e+002,3.648025e-001
1.501174e+002,3.678347e-001
1.506375e+002,3.70867e-001
1.511251e+002,3.738533e-001
1.511251e+002,3.768856e-001
1.511251e+002,3.799179e-001
1.512551e+002,3.829042e-001
1.513852e+002,3.859364e-001
1.508975e+002,3.889687e-001
1.509951e+002,3.91955e-001
1.517753e+002,3.949873e-001
1.521654e+002,3.979736e-001
1.522954e+002,4.010059e-001
1.525555e+002,4.039922e-001
1.526855e+002,4.069785e-001
1.525555e+002,4.100108e-001
1.532056e+002,4.129971e-001
1.534657e+002,4.159835e-001
1.535957e+002,4.189698e-001
1.535957e+002,4.220021e-001
1.539533e+002,4.249424e-001
1.538233e+002,4.280206e-001
1.534657e+002,4.30961e-001
1.552536e+002,4.338555e-001
1.546035e+002,4.369796e-001
1.549611e+002,4.398741e-001
1.552536e+002,4.429982e-001
1.553837e+002,4.460305e-001
1.552536e+002,4.490168e-001
1.556437e+002,4.520491e-001
1.562939e+002,4.550354e-001
1.560338e+002,4.580677e-001
1.565214e+002,4.61054e-001
1.566515e+002,4.640862e-001
1.573016e+002,4.670726e-001
1.573016e+002,4.701048e-001
1.580493e+002,4.730912e-001
1.575617e+002,4.761234e-001
1.580493e+002,4.791098e-001
1.578218e+002,4.820961e-001
1.58862e+002,4.850824e-001
1.580493e+002,4.881147e-001
1.589921e+002,4.91101e-001
1.589921e+002,4.941333e-001
1.594797e+002,4.971196e-001
1.598698e+002,5.001519e-001
1.601298e+002,5.031382e-001
1.599998e+002,5.061704e-001
1.6065e+002,5.091568e-001
1.6078e+002,5.121431e-001
1.610401e+002,5.151294e-001
1.611701e+002,5.181617e-001
1.615602e+002,5.21148e-001
1.615602e+002,5.241343e-001
1.619503e+002,5.271207e-001
1.623079e+002,5.301529e-001
1.624379e+002,5.331392e-001
1.62698e+002,5.361715e-001
1.631856e+002,5.391578e-001
1.631856e+002,5.421901e-001
1.637382e+002,5.451764e-001
1.637382e+002,5.482087e-001
1.642584e+002,5.51195e-001
1.645184e+002,5.542273e-001
1.64616e+002,5.571677e-001
1.650061e+002,5.601999e-001
1.654937e+002,5.632322e-001
1.654937e+002,5.660348e-001
1.660463e+002,5.69113e-001
1.663064e+002,5.722371e-001
1.665664e+002,5.752234e-001
1.665664e+002,5.780719e-001
1.670866e+002,5.811501e-001
1.672166e+002,5.842743e-001
1.680943e+002,5.872606e-001
1.678343e+002,5.900632e-001
1.680943e+002,5.932333e-001
1.683544e+002,5.962655e-001
1.688745e+002,5.992519e-001
1.690045e+002,6.021463e-001
1.693946e+002,6.052705e-001
1.693946e+002,6.082568e-001
1.697847e+002,6.11289e-001
1.699148e+002,6.141835e-001
1.706625e+002,6.172617e-001
1.7089e+002,6.20248e-001
1.710526e+002,6.232803e-001
1.7089e+002,6.262207e-001
1.718328e+002,6.292529e-001
1.717027e+002,6.322852e-001
1.722228e+002,6.352715e-001
1.723529e+002,6.382579e-001
1.727105e+002,6.412901e-001
1.732306e+002,6.442764e-001
1.735882e+002,6.471709e-001
1.737182e+002,6.50295e-001
1.740108e+002,6.532814e-001
1.744009e+002,6.562677e-001
1.74661e+002,6.592081e-001
1.750511e+002,6.622863e-001
1.754411e+002,6.652726e-001
1.757987e+002,6.682589e-001
1.760588e+002,6.712452e-001
1.763189e+002,6.742316e-001
1.765789e+002,6.772179e-001
1.770991e+002,6.801583e-001
1.772291e+002,6.831905e-001
1.778793e+002,6.861769e-001
1.782694e+002,6.892091e-001
1.782694e+002,6.921955e-001
1.786269e+002,6.951818e-001
1.792771e+002,6.981681e-001
1.795372e+002,7.011544e-001
1.799273e+002,7.041408e-001
1.801873e+002,7.071271e-001
1.804474e+002,7.100675e-001
1.80935e+002,7.130997e-001
1.813251e+002,7.159482e-001
1.815852e+002,7.189345e-001
1.819428e+002,7.220587e-001
1.822353e+002,7.25045e-001
1.824954e+002,7.278476e-001
1.827555e+002,7.309717e-001
1.835357e+002,7.34004e-001
1.840233e+002,7.368065e-001
1.846734e+002,7.398848e-001
1.848035e+002,7.42917e-001
1.853236e+002,7.457196e-001
1.854536e+002,7.487978e-001
1.860713e+002,7.51876e-001
1.859738e+002,7.548623e-001
1.868515e+002,7.578486e-001
1.872091e+002,7.60789e-001
1.877617e+002,7.637753e-001
1.881518e+002,7.667617e-001
1.885419e+002,7.69748e-001
1.88932e+002,7.727343e-001
1.892896e+002,7.757206e-001
1.896797e+002,7.78707e-001
1.903298e+002,7.816933e-001
1.913376e+002,7.846796e-001
1.921178e+002,7.876659e-001
1.912401e+002,7.906982e-001
1.920203e+002,7.936845e-001
1.924754e+002,7.966709e-001
1.93028e+002,7.996572e-001
1.932881e+002,8.026435e-001
1.939382e+002,8.056298e-001
1.943283e+002,8.085702e-001
1.95076e+002,8.115565e-001
1.954336e+002,8.14451e-001
1.959863e+002,8.175292e-001
1.959863e+002,8.205155e-001
1.970265e+002,8.235018e-001
1.971565e+002,8.263044e-001
1.975466e+002,8.294745e-001
1.981643e+002,8.324608e-001
1.988145e+002,8.354471e-001
1.993346e+002,8.383875e-001
1.995946e+002,8.414198e-001
1.999847e+002,8.442223e-001
2.008625e+002,8.473465e-001
2.013826e+002,8.503328e-001
2.021628e+002,8.533191e-001
2.024229e+002,8.561676e-001
2.03008e+002,8.592918e-001
2.035606e+002,8.622781e-001
2.042108e+002,8.652644e-001
2.043408e+002,8.682507e-001
2.052511e+002,8.712371e-001
2.057712e+002,8.740396e-001
2.063888e+002,8.772097e-001
2.06909e+002,8.80196e-001
2.083393e+002,8.831824e-001
2.082093e+002,8.860309e-001
2.086969e+002,8.89155e-001
2.093471e+002,8.921413e-001
2.098672e+002,8.951277e-001
2.105174e+002,8.98068e-001
2.107774e+002,9.011462e-001
2.116551e+002,9.041326e-001
2.125329e+002,9.07073e-001
2.128254e+002,9.100593e-001
2.138657e+002,9.130456e-001
2.141908e+002,9.158941e-001
2.151335e+002,9.189723e-001
2.151335e+002,9.219586e-001
2.165639e+002,9.24945e-001
2.169215e+002,9.278853e-001
2.173116e+002,9.308257e-001
2.179617e+002,9.337202e-001
2.188719e+002,9.367524e-001
2.186119e+002,9.397387e-001
2.201398e+002,9.426791e-001
2.207574e+002,9.456654e-001
2.218302e+002,9.486058e-001
2.227079e+002,9.515003e-001
2.23228e+002,9.545325e-001
2.240082e+002,9.575189e-001
2.247884e+002,9.604592e-001
2.254061e+002,9.633996e-001
2.256661e+002,9.663859e-001
2.269665e+002,9.693263e-001
2.277141e+002,9.723126e-001
2.284943e+002,9.75253e-001
2.296646e+002,9.781934e-001
2.3116e+002,9.811338e-001
2.315826e+002,9.841201e-001
2.323628e+002,9.870605e-001
2.326229e+002,9.900468e-001
2.337606e+002,9.928953e-001
2.345408e+002,9.959735e-001
2.354511e+002,9.989139e-001
2.361987e+002,1.0019e+000
2.370765e+002,1.004795e+000
2.380192e+002,1.007781e+000
2.391245e+002,1.010721e+000
2.396771e+002,1.013662e+000
2.411075e+002,1.016648e+000
2.418552e+002,1.019588e+000
2.434155e+002,1.022529e+000
2.436431e+002,1.025469e+000
2.452035e+002,1.028364e+000
2.458536e+002,1.03135e+000
2.466013e+002,1.03429e+000
2.458536e+002,1.037277e+000
2.495596e+002,1.040217e+000
2.499172e+002,1.043157e+000
2.5125e+002,1.046098e+000
2.523878e+002,1.049084e+000
2.53298e+002,1.052025e+000
2.543383e+002,1.055011e+000
2.55476e+002,1.057951e+000
2.565163e+002,1.060938e+000
2.57394e+002,1.063878e+000
2.585643e+002,1.066864e+000
2.601247e+002,1.069759e+000
2.610024e+002,1.072745e+000
2.625628e+002,1.075685e+000
2.634405e+002,1.078672e+000
2.65326e+002,1.081612e+000
2.657811e+002,1.084598e+000
2.67309e+002,1.087493e+000
2.683492e+002,1.090479e+000
2.699421e+002,1.09342e+000
2.710474e+002,1.096406e+000
2.728353e+002,1.099346e+000
2.737456e+002,1.102287e+000
2.752735e+002,1.105227e+000
2.765738e+002,1.108167e+000
2.781017e+002,1.111062e+000
2.792719e+002,1.114048e+000
2.809299e+002,1.116989e+000
2.819701e+002,1.119975e+000
2.837581e+002,1.122915e+000
2.849284e+002,1.125856e+000
2.865538e+002,1.128796e+000
2.878866e+002,1.131736e+000
2.896745e+002,1.134631e+000
2.908773e+002,1.137617e+000
2.927628e+002,1.140558e+000
2.942907e+002,1.143498e+000
2.961111e+002,1.146392e+000
2.97509e+002,1.149333e+000
2.993944e+002,1.152273e+000
3.008573e+002,1.155214e+000
3.026453e+002,1.158154e+000
3.044332e+002,1.161094e+000
3.061236e+002,1.164035e+000
3.080416e+002,1.166975e+000
3.09797e+002,1.169869e+000
3.1152e+002,1.17281e+000
3.131779e+002,1.175704e+000
3.148683e+002,1.178691e+000
3.173064e+002,1.181585e+000
3.189643e+002,1.184525e+000
3.212724e+002,1.18742e+000
3.228328e+002,1.19036e+000
3.251408e+002,1.193255e+000
3.269288e+002,1.196195e+000
3.292369e+002,1.199089e+000
3.310573e+002,1.201984e+000
3.333654e+002,1.204924e+000
3.355434e+002,1.207819e+000
3.377215e+002,1.210667e+000
3.39802e+002,1.213654e+000
3.421101e+002,1.216502e+000
3.444181e+002,1.219442e+000
3.468562e+002,1.222337e+000
3.489042e+002,1.225277e+000
3.514724e+002,1.228172e+000
3.541706e+002,1.231066e+000
3.564786e+002,1.233915e+000
3.588192e+002,1.236855e+000
3.614524e+002,1.239749e+000
3.63923e+002,1.242644e+000
3.667837e+002,1.245492e+000
3.690918e+002,1.248479e+000
3.720175e+002,1.251373e+000
3.745856e+002,1.254268e+000
3.775764e+002,1.257162e+000
3.803721e+002,1.260056e+000
3.832328e+002,1.262951e+000
3.86191e+002,1.265845e+000
3.892468e+002,1.268694e+000
3.92205e+002,1.271588e+000
3.952933e+002,1.274391e+000
3.983815e+002,1.277377e+000
4.018599e+002,1.280272e+000
4.050457e+002,1.283166e+000
4.085241e+002,1.286014e+000
4.118399e+002,1.288909e+000
4.152207e+002,1.291711e+000
4.185691e+002,1.294652e+000
4.216573e+002,1.297454e+000
4.258509e+002,1.300395e+000
4.293617e+002,1.303289e+000
4.330677e+002,1.306138e+000
4.370662e+002,1.309032e+000
4.408046e+002,1.311927e+000
4.44608e+002,1.314775e+000
4.487691e+002,1.31767e+000
4.52735e+002,1.320518e+000
4.572537e+002,1.323367e+000
4.619999e+002,1.326261e+000
4.656733e+002,1.329109e+000
4.699643e+002,1.332004e+000
4.745805e+002,1.334852e+000
4.790991e+002,1.337701e+000
4.841053e+002,1.340595e+000
4.883314e+002,1.343444e+000
4.934677e+002,1.346246e+000
4.983764e+002,1.349141e+000
5.033501e+002,1.351989e+000
5.083889e+002,1.354838e+000
5.138827e+002,1.357686e+000
5.191816e+002,1.360535e+000
5.245454e+002,1.363337e+000
5.302343e+002,1.366232e+000
5.356306e+002,1.36908e+000
5.414171e+002,1.371883e+000
5.475936e+002,1.374731e+000
5.536076e+002,1.377534e+000
5.604343e+002,1.380382e+000
5.664808e+002,1.383185e+000
5.728849e+002,1.385987e+000
5.791915e+002,1.388836e+000
5.865058e+002,1.391638e+000
5.929424e+002,1.394395e+000
6.001267e+002,1.397198e+000
6.073435e+002,1.400046e+000
6.147553e+002,1.402803e+000
6.220046e+002,1.405651e+000
6.300991e+002,1.408454e+000
6.379336e+002,1.41121e+000
6.45898e+002,1.414059e+000
6.542526e+002,1.416815e+000
6.632248e+002,1.419618e+000
6.717095e+002,1.422375e+000
6.80064e+002,1.425131e+000
6.888087e+002,1.427934e+000
6.985936e+002,1.43069e+000
7.078259e+002,1.433355e+000
7.178384e+002,1.436158e+000
7.274608e+002,1.438868e+000
7.378959e+002,1.441625e+000
7.484285e+002,1.444336e+000
7.588636e+002,1.447138e+000
7.693962e+002,1.449849e+000
7.809041e+002,1.452605e+000
7.921194e+002,1.455316e+000
8.033022e+002,1.458027e+000
8.154927e+002,1.460737e+000
8.282359e+002,1.463448e+000
8.40849e+002,1.466159e+000
8.536897e+002,1.468823e+000
8.671805e+002,1.471534e+000
8.81029e+002,1.474153e+000
8.938697e+002,1.476864e+000
9.080432e+002,1.479482e+000
9.223142e+002,1.482193e+000
9.372029e+002,1.484858e+000
9.519941e+002,1.487522e+000
9.67533e+002,1.490141e+000
9.833644e+002,1.49276e+000
9.995534e+002,1.495425e+000
1.016263e+003,1.497998e+000
1.033199e+003,1.500662e+000
1.050299e+003,1.503235e+000
